SEASON_YEAR,GAME_ID,GAME_DATE,HOME_TEAM,HOME_TEAM_ABBREVIATION,AWAY_TEAM,AWAY_TEAM_ABBREVIATION,HOME_POINTS,AWAY_POINTS,WINNER
2018-19,21800898,2019-02-25,Cleveland Cavaliers,CLE,Portland Trail Blazers,POR,110,123,Portland Trail Blazers
2018-19,21800899,2019-02-25,Detroit Pistons,DET,Indiana Pacers,IND,113,109,Detroit Pistons
2018-19,21800900,2019-02-25,Brooklyn Nets,BKN,San Antonio Spurs,SAS,101,85,Brooklyn Nets
2018-19,21800901,2019-02-25,Miami Heat,MIA,Phoenix Suns,PHX,121,124,Phoenix Suns
2018-19,21800902,2019-02-25,Chicago Bulls,CHI,Milwaukee Bucks,MIL,106,117,Milwaukee Bucks
2018-19,21800903,2019-02-25,Houston Rockets,HOU,Atlanta Hawks,ATL,119,111,Houston Rockets
2018-19,21800904,2019-02-25,Memphis Grizzlies,MEM,Los Angeles Lakers,LAL,110,105,Memphis Grizzlies
2018-19,21800905,2019-02-25,Minnesota Timberwolves,MIN,Sacramento Kings,SAC,112,105,Minnesota Timberwolves
2018-19,21800906,2019-02-25,New Orleans Pelicans,NOP,Philadelphia 76ers,PHI,110,111,Philadelphia 76ers
2018-19,21800907,2019-02-25,LA Clippers,LAC,Dallas Mavericks,DAL,121,112,LA Clippers
2018-19,21800908,2019-02-26,New York Knicks,NYK,Orlando Magic,ORL,108,103,New York Knicks
2018-19,21800909,2019-02-26,Toronto Raptors,TOR,Boston Celtics,BOS,118,95,Toronto Raptors
2018-19,21800910,2019-02-26,Denver Nuggets,DEN,Oklahoma City Thunder,OKC,121,112,Denver Nuggets
2018-19,21800911,2019-02-27,Charlotte Hornets,CHA,Houston Rockets,HOU,113,118,Houston Rockets
2018-19,21800912,2019-02-27,Atlanta Hawks,ATL,Minnesota Timberwolves,MIN,131,123,Atlanta Hawks
2018-19,21800913,2019-02-27,Boston Celtics,BOS,Portland Trail Blazers,POR,92,97,Portland Trail Blazers
2018-19,21800914,2019-02-27,Brooklyn Nets,BKN,Washington Wizards,WAS,116,125,Washington Wizards
2018-19,21800915,2019-02-27,Miami Heat,MIA,Golden State Warriors,GSW,126,125,Miami Heat
2018-19,21800916,2019-02-27,Memphis Grizzlies,MEM,Chicago Bulls,CHI,107,109,Chicago Bulls
2018-19,21800917,2019-02-27,San Antonio Spurs,SAS,Detroit Pistons,DET,105,93,San Antonio Spurs
2018-19,21800918,2019-02-27,Dallas Mavericks,DAL,Indiana Pacers,IND,110,101,Dallas Mavericks
2018-19,21800919,2019-02-27,Utah Jazz,UTA,LA Clippers,LAC,111,105,Utah Jazz
2018-19,21800920,2019-02-27,Sacramento Kings,SAC,Milwaukee Bucks,MIL,140,141,Milwaukee Bucks
2018-19,21800921,2019-02-27,Los Angeles Lakers,LAL,New Orleans Pelicans,NOP,125,119,Los Angeles Lakers
2018-19,21800922,2019-02-28,Indiana Pacers,IND,Minnesota Timberwolves,MIN,122,115,Indiana Pacers
2018-19,21800923,2019-02-28,Orlando Magic,ORL,Golden State Warriors,GSW,103,96,Orlando Magic
2018-19,21800924,2019-02-28,New York Knicks,NYK,Cleveland Cavaliers,CLE,118,125,Cleveland Cavaliers
2018-19,21800925,2019-02-28,Houston Rockets,HOU,Miami Heat,MIA,121,118,Houston Rockets
2018-19,21800926,2019-02-28,Denver Nuggets,DEN,Utah Jazz,UTA,104,111,Utah Jazz
2018-19,21800927,2019-02-28,Oklahoma City Thunder,OKC,Philadelphia 76ers,PHI,104,108,Philadelphia 76ers
2018-19,21800928,2019-03-01,Atlanta Hawks,ATL,Chicago Bulls,CHI,161,168,Chicago Bulls
2018-19,21800929,2019-03-01,Brooklyn Nets,BKN,Charlotte Hornets,CHA,112,123,Charlotte Hornets
2018-19,21800930,2019-03-01,Toronto Raptors,TOR,Portland Trail Blazers,POR,119,117,Toronto Raptors
2018-19,21800931,2019-03-01,Boston Celtics,BOS,Washington Wizards,WAS,107,96,Boston Celtics
2018-19,21800932,2019-03-01,Phoenix Suns,PHX,New Orleans Pelicans,NOP,116,130,New Orleans Pelicans
2018-19,21800933,2019-03-01,Sacramento Kings,SAC,LA Clippers,LAC,109,116,LA Clippers
2018-19,21800934,2019-03-01,Los Angeles Lakers,LAL,Milwaukee Bucks,MIL,120,131,Milwaukee Bucks
2018-19,21800935,2019-03-02,Cleveland Cavaliers,CLE,Detroit Pistons,DET,93,129,Detroit Pistons
2018-19,21800936,2019-03-02,Indiana Pacers,IND,Orlando Magic,ORL,112,117,Orlando Magic
2018-19,21800937,2019-03-02,Miami Heat,MIA,Brooklyn Nets,BKN,117,88,Miami Heat
2018-19,21800938,2019-03-02,Philadelphia 76ers,PHI,Golden State Warriors,GSW,117,120,Golden State Warriors
2018-19,21800939,2019-03-02,Dallas Mavericks,DAL,Memphis Grizzlies,MEM,81,111,Memphis Grizzlies
2018-19,21800940,2019-03-02,San Antonio Spurs,SAS,Oklahoma City Thunder,OKC,116,102,San Antonio Spurs
2018-19,21800941,2019-03-02,Denver Nuggets,DEN,New Orleans Pelicans,NOP,112,120,New Orleans Pelicans
2018-19,21800942,2019-03-02,Phoenix Suns,PHX,Los Angeles Lakers,LAL,118,109,Phoenix Suns
2018-19,21800943,2019-03-02,Utah Jazz,UTA,Milwaukee Bucks,MIL,115,111,Utah Jazz
2018-19,21800944,2019-03-03,Charlotte Hornets,CHA,Portland Trail Blazers,POR,108,118,Portland Trail Blazers
2018-19,21800945,2019-03-03,Boston Celtics,BOS,Houston Rockets,HOU,104,115,Houston Rockets
2018-19,21800946,2019-03-03,Chicago Bulls,CHI,Atlanta Hawks,ATL,118,123,Atlanta Hawks
2018-19,21800947,2019-03-03,LA Clippers,LAC,New York Knicks,NYK,128,107,LA Clippers
2018-19,21800948,2019-03-03,Cleveland Cavaliers,CLE,Orlando Magic,ORL,107,93,Cleveland Cavaliers
2018-19,21800949,2019-03-03,Detroit Pistons,DET,Toronto Raptors,TOR,112,107,Detroit Pistons
2018-19,21800950,2019-03-03,Washington Wizards,WAS,Minnesota Timberwolves,MIN,135,121,Washington Wizards
2018-19,21800951,2019-03-03,Oklahoma City Thunder,OKC,Memphis Grizzlies,MEM,99,95,Oklahoma City Thunder
2018-19,21800952,2019-03-04,Brooklyn Nets,BKN,Dallas Mavericks,DAL,127,88,Brooklyn Nets
2018-19,21800953,2019-03-04,Miami Heat,MIA,Atlanta Hawks,ATL,114,113,Miami Heat
2018-19,21800954,2019-03-04,San Antonio Spurs,SAS,Denver Nuggets,DEN,104,103,San Antonio Spurs
2018-19,21800955,2019-03-04,Phoenix Suns,PHX,Milwaukee Bucks,MIL,114,105,Phoenix Suns
2018-19,21800956,2019-03-04,Utah Jazz,UTA,New Orleans Pelicans,NOP,112,115,New Orleans Pelicans
2018-19,21800957,2019-03-04,Sacramento Kings,SAC,New York Knicks,NYK,115,108,Sacramento Kings
2018-19,21800958,2019-03-04,Los Angeles Lakers,LAL,LA Clippers,LAC,105,113,LA Clippers
2018-19,21800959,2019-03-05,Indiana Pacers,IND,Chicago Bulls,CHI,105,96,Indiana Pacers
2018-19,21800960,2019-03-05,Philadelphia 76ers,PHI,Orlando Magic,ORL,114,106,Philadelphia 76ers
2018-19,21800961,2019-03-05,Toronto Raptors,TOR,Houston Rockets,HOU,95,107,Houston Rockets
2018-19,21800962,2019-03-05,Memphis Grizzlies,MEM,Portland Trail Blazers,POR,120,111,Memphis Grizzlies
2018-19,21800963,2019-03-05,Minnesota Timberwolves,MIN,Oklahoma City Thunder,OKC,131,120,Minnesota Timberwolves
2018-19,21800964,2019-03-05,Golden State Warriors,GSW,Boston Celtics,BOS,95,128,Boston Celtics
2018-19,21800965,2019-03-06,Charlotte Hornets,CHA,Miami Heat,MIA,84,91,Miami Heat
2018-19,21800966,2019-03-06,Detroit Pistons,DET,Minnesota Timberwolves,MIN,131,114,Detroit Pistons
2018-19,21800967,2019-03-06,Washington Wizards,WAS,Dallas Mavericks,DAL,132,123,Washington Wizards
2018-19,21800968,2019-03-06,Atlanta Hawks,ATL,San Antonio Spurs,SAS,104,111,San Antonio Spurs
2018-19,21800969,2019-03-06,Brooklyn Nets,BKN,Cleveland Cavaliers,CLE,113,107,Brooklyn Nets
2018-19,21800970,2019-03-06,Chicago Bulls,CHI,Philadelphia 76ers,PHI,108,107,Chicago Bulls
2018-19,21800971,2019-03-06,New Orleans Pelicans,NOP,Utah Jazz,UTA,104,114,Utah Jazz
2018-19,21800972,2019-03-06,Phoenix Suns,PHX,New York Knicks,NYK,107,96,Phoenix Suns
2018-19,21800973,2019-03-06,Sacramento Kings,SAC,Boston Celtics,BOS,109,111,Boston Celtics
2018-19,21800974,2019-03-06,Los Angeles Lakers,LAL,Denver Nuggets,DEN,99,115,Denver Nuggets
2018-19,21800975,2019-03-07,Milwaukee Bucks,MIL,Indiana Pacers,IND,117,98,Milwaukee Bucks
2018-19,21800976,2019-03-07,Portland Trail Blazers,POR,Oklahoma City Thunder,OKC,121,129,Oklahoma City Thunder
2018-19,21800977,2019-03-08,Charlotte Hornets,CHA,Washington Wizards,WAS,112,111,Charlotte Hornets
2018-19,21800978,2019-03-08,Orlando Magic,ORL,Dallas Mavericks,DAL,111,106,Orlando Magic
2018-19,21800979,2019-03-08,Miami Heat,MIA,Cleveland Cavaliers,CLE,126,110,Miami Heat
2018-19,21800980,2019-03-08,Chicago Bulls,CHI,Detroit Pistons,DET,104,112,Detroit Pistons
2018-19,21800981,2019-03-08,Houston Rockets,HOU,Philadelphia 76ers,PHI,107,91,Houston Rockets
2018-19,21800982,2019-03-08,Memphis Grizzlies,MEM,Utah Jazz,UTA,114,104,Memphis Grizzlies
2018-19,21800983,2019-03-08,New Orleans Pelicans,NOP,Toronto Raptors,TOR,104,127,Toronto Raptors
2018-19,21800984,2019-03-08,Golden State Warriors,GSW,Denver Nuggets,DEN,122,105,Golden State Warriors
2018-19,21800985,2019-03-08,LA Clippers,LAC,Oklahoma City Thunder,OKC,118,110,LA Clippers
2018-19,21800986,2019-03-09,New York Knicks,NYK,Sacramento Kings,SAC,94,102,Sacramento Kings
2018-19,21800987,2019-03-09,Atlanta Hawks,ATL,Brooklyn Nets,BKN,112,114,Brooklyn Nets
2018-19,21800988,2019-03-09,Minnesota Timberwolves,MIN,Washington Wizards,WAS,135,130,Minnesota Timberwolves
2018-19,21800989,2019-03-09,Los Angeles Lakers,LAL,Boston Celtics,BOS,107,120,Boston Celtics
2018-19,21800990,2019-03-09,Milwaukee Bucks,MIL,Charlotte Hornets,CHA,131,114,Milwaukee Bucks
2018-19,21800991,2019-03-09,Portland Trail Blazers,POR,Phoenix Suns,PHX,127,120,Portland Trail Blazers
2018-19,21800992,2019-03-10,Detroit Pistons,DET,Chicago Bulls,CHI,131,108,Detroit Pistons
2018-19,21800993,2019-03-10,Miami Heat,MIA,Toronto Raptors,TOR,104,125,Toronto Raptors
2018-19,21800994,2019-03-10,Philadelphia 76ers,PHI,Indiana Pacers,IND,106,89,Philadelphia 76ers
2018-19,21800995,2019-03-10,Atlanta Hawks,ATL,New Orleans Pelicans,NOP,128,116,Atlanta Hawks
2018-19,21800996,2019-03-10,Memphis Grizzlies,MEM,Orlando Magic,ORL,105,97,Memphis Grizzlies
2018-19,21800997,2019-03-10,Dallas Mavericks,DAL,Houston Rockets,HOU,93,94,Houston Rockets
2018-19,21800998,2019-03-10,Minnesota Timberwolves,MIN,New York Knicks,NYK,103,92,Minnesota Timberwolves
2018-19,21800999,2019-03-10,San Antonio Spurs,SAS,Milwaukee Bucks,MIL,121,114,San Antonio Spurs
2018-19,21801000,2019-03-10,Golden State Warriors,GSW,Phoenix Suns,PHX,111,115,Phoenix Suns
2018-19,21801001,2019-03-11,Cleveland Cavaliers,CLE,Toronto Raptors,TOR,126,101,Cleveland Cavaliers
2018-19,21801002,2019-03-11,Washington Wizards,WAS,Sacramento Kings,SAC,121,115,Washington Wizards
2018-19,21801003,2019-03-11,Brooklyn Nets,BKN,Detroit Pistons,DET,103,75,Brooklyn Nets
2018-19,21801004,2019-03-11,Houston Rockets,HOU,Charlotte Hornets,CHA,118,106,Houston Rockets
2018-19,21801005,2019-03-11,Utah Jazz,UTA,Oklahoma City Thunder,OKC,89,98,Oklahoma City Thunder
2018-19,21801006,2019-03-11,LA Clippers,LAC,Boston Celtics,BOS,140,115,LA Clippers
2018-19,21801007,2019-03-12,Indiana Pacers,IND,New York Knicks,NYK,103,98,Indiana Pacers
2018-19,21801008,2019-03-12,Philadelphia 76ers,PHI,Cleveland Cavaliers,CLE,106,99,Philadelphia 76ers
2018-19,21801009,2019-03-12,Chicago Bulls,CHI,Los Angeles Lakers,LAL,107,123,Los Angeles Lakers
2018-19,21801010,2019-03-12,New Orleans Pelicans,NOP,Milwaukee Bucks,MIL,113,130,Milwaukee Bucks
2018-19,21801011,2019-03-12,Dallas Mavericks,DAL,San Antonio Spurs,SAS,105,112,San Antonio Spurs
2018-19,21801012,2019-03-12,Denver Nuggets,DEN,Minnesota Timberwolves,MIN,133,107,Denver Nuggets
2018-19,21801013,2019-03-12,LA Clippers,LAC,Portland Trail Blazers,POR,104,125,Portland Trail Blazers
2018-19,21801014,2019-03-13,Miami Heat,MIA,Detroit Pistons,DET,108,74,Miami Heat
2018-19,21801015,2019-03-13,Washington Wizards,WAS,Orlando Magic,ORL,100,90,Washington Wizards
2018-19,21801016,2019-03-13,Atlanta Hawks,ATL,Memphis Grizzlies,MEM,132,111,Atlanta Hawks
2018-19,21801017,2019-03-13,Oklahoma City Thunder,OKC,Brooklyn Nets,BKN,108,96,Oklahoma City Thunder
2018-19,21801018,2019-03-13,Houston Rockets,HOU,Golden State Warriors,GSW,104,106,Golden State Warriors
2018-19,21801019,2019-03-13,Phoenix Suns,PHX,Utah Jazz,UTA,97,114,Utah Jazz
2018-19,21801020,2019-03-14,Indiana Pacers,IND,Oklahoma City Thunder,OKC,108,106,Indiana Pacers
2018-19,21801021,2019-03-14,Orlando Magic,ORL,Cleveland Cavaliers,CLE,120,91,Orlando Magic
2018-19,21801022,2019-03-14,Boston Celtics,BOS,Sacramento Kings,SAC,126,120,Boston Celtics
2018-19,21801023,2019-03-14,Toronto Raptors,TOR,Los Angeles Lakers,LAL,111,98,Toronto Raptors
2018-19,21801024,2019-03-14,Utah Jazz,UTA,Minnesota Timberwolves,MIN,120,100,Utah Jazz
2018-19,21801025,2019-03-14,Denver Nuggets,DEN,Dallas Mavericks,DAL,100,99,Denver Nuggets
2018-19,21801026,2019-03-15,Detroit Pistons,DET,Los Angeles Lakers,LAL,111,97,Detroit Pistons
2018-19,21801027,2019-03-15,Philadelphia 76ers,PHI,Sacramento Kings,SAC,123,114,Philadelphia 76ers
2018-19,21801028,2019-03-15,Washington Wizards,WAS,Charlotte Hornets,CHA,110,116,Charlotte Hornets
2018-19,21801029,2019-03-15,Miami Heat,MIA,Milwaukee Bucks,MIL,98,113,Milwaukee Bucks
2018-19,21801030,2019-03-15,Houston Rockets,HOU,Phoenix Suns,PHX,108,102,Houston Rockets
2018-19,21801031,2019-03-15,New Orleans Pelicans,NOP,Portland Trail Blazers,POR,110,122,Portland Trail Blazers
2018-19,21801032,2019-03-15,San Antonio Spurs,SAS,New York Knicks,NYK,109,83,San Antonio Spurs
2018-19,21801033,2019-03-15,LA Clippers,LAC,Chicago Bulls,CHI,128,121,LA Clippers
2018-19,21801034,2019-03-16,Boston Celtics,BOS,Atlanta Hawks,ATL,129,120,Boston Celtics
2018-19,21801035,2019-03-16,Washington Wizards,WAS,Memphis Grizzlies,MEM,135,128,Washington Wizards
2018-19,21801036,2019-03-16,New Orleans Pelicans,NOP,Phoenix Suns,PHX,136,138,Phoenix Suns
2018-19,21801037,2019-03-16,Dallas Mavericks,DAL,Cleveland Cavaliers,CLE,121,116,Dallas Mavericks
2018-19,21801038,2019-03-16,Oklahoma City Thunder,OKC,Golden State Warriors,GSW,88,110,Golden State Warriors
2018-19,21801039,2019-03-16,San Antonio Spurs,SAS,Portland Trail Blazers,POR,108,103,San Antonio Spurs
2018-19,21801040,2019-03-16,Denver Nuggets,DEN,Indiana Pacers,IND,102,100,Denver Nuggets
2018-19,21801041,2019-03-16,Utah Jazz,UTA,Brooklyn Nets,BKN,114,98,Utah Jazz
2018-19,21801042,2019-03-17,New York Knicks,NYK,Los Angeles Lakers,LAL,124,123,New York Knicks
2018-19,21801043,2019-03-17,Milwaukee Bucks,MIL,Philadelphia 76ers,PHI,125,130,Philadelphia 76ers
2018-19,21801044,2019-03-17,Detroit Pistons,DET,Toronto Raptors,TOR,110,107,Detroit Pistons
2018-19,21801045,2019-03-17,Miami Heat,MIA,Charlotte Hornets,CHA,93,75,Miami Heat
2018-19,21801046,2019-03-17,Orlando Magic,ORL,Atlanta Hawks,ATL,101,91,Orlando Magic
2018-19,21801047,2019-03-17,Sacramento Kings,SAC,Chicago Bulls,CHI,129,102,Sacramento Kings
2018-19,21801048,2019-03-17,Houston Rockets,HOU,Minnesota Timberwolves,MIN,117,102,Houston Rockets
2018-19,21801049,2019-03-17,LA Clippers,LAC,Brooklyn Nets,BKN,119,116,LA Clippers
2018-19,21801050,2019-03-18,Cleveland Cavaliers,CLE,Detroit Pistons,DET,126,119,Cleveland Cavaliers
2018-19,21801051,2019-03-18,Washington Wizards,WAS,Utah Jazz,UTA,95,116,Utah Jazz
2018-19,21801052,2019-03-18,Boston Celtics,BOS,Denver Nuggets,DEN,105,114,Denver Nuggets
2018-19,21801053,2019-03-18,Toronto Raptors,TOR,New York Knicks,NYK,128,92,Toronto Raptors
2018-19,21801054,2019-03-18,Oklahoma City Thunder,OKC,Miami Heat,MIA,107,116,Miami Heat
2018-19,21801055,2019-03-18,San Antonio Spurs,SAS,Golden State Warriors,GSW,111,105,San Antonio Spurs
2018-19,21801056,2019-03-18,Dallas Mavericks,DAL,New Orleans Pelicans,NOP,125,129,New Orleans Pelicans
2018-19,21801057,2019-03-18,Phoenix Suns,PHX,Chicago Bulls,CHI,101,116,Chicago Bulls
2018-19,21801058,2019-03-18,Portland Trail Blazers,POR,Indiana Pacers,IND,106,98,Portland Trail Blazers
2018-19,21801059,2019-03-19,Charlotte Hornets,CHA,Philadelphia 76ers,PHI,114,118,Philadelphia 76ers
2018-19,21801060,2019-03-19,Atlanta Hawks,ATL,Houston Rockets,HOU,105,121,Houston Rockets
2018-19,21801061,2019-03-19,Milwaukee Bucks,MIL,Los Angeles Lakers,LAL,115,101,Milwaukee Bucks
2018-19,21801062,2019-03-19,Minnesota Timberwolves,MIN,Golden State Warriors,GSW,107,117,Golden State Warriors
2018-19,21801063,2019-03-19,Sacramento Kings,SAC,Brooklyn Nets,BKN,121,123,Brooklyn Nets
2018-19,21801064,2019-03-19,LA Clippers,LAC,Indiana Pacers,IND,115,109,LA Clippers
2018-19,21801065,2019-03-20,Cleveland Cavaliers,CLE,Milwaukee Bucks,MIL,107,102,Cleveland Cavaliers
2018-19,21801066,2019-03-20,Orlando Magic,ORL,New Orleans Pelicans,NOP,119,96,Orlando Magic
2018-19,21801067,2019-03-20,Philadelphia 76ers,PHI,Boston Celtics,BOS,118,115,Philadelphia 76ers
2018-19,21801068,2019-03-20,New York Knicks,NYK,Utah Jazz,UTA,116,137,Utah Jazz
2018-19,21801069,2019-03-20,Chicago Bulls,CHI,Washington Wizards,WAS,126,120,Chicago Bulls
2018-19,21801070,2019-03-20,Memphis Grizzlies,MEM,Houston Rockets,HOU,126,125,Memphis Grizzlies
2018-19,21801071,2019-03-20,San Antonio Spurs,SAS,Miami Heat,MIA,105,110,Miami Heat
2018-19,21801072,2019-03-20,Oklahoma City Thunder,OKC,Toronto Raptors,TOR,114,123,Toronto Raptors
2018-19,21801073,2019-03-20,Portland Trail Blazers,POR,Dallas Mavericks,DAL,126,118,Portland Trail Blazers
2018-19,21801074,2019-03-21,Charlotte Hornets,CHA,Minnesota Timberwolves,MIN,113,106,Charlotte Hornets
2018-19,21801075,2019-03-21,Washington Wizards,WAS,Denver Nuggets,DEN,108,113,Denver Nuggets
2018-19,21801076,2019-03-21,Atlanta Hawks,ATL,Utah Jazz,UTA,117,114,Atlanta Hawks
2018-19,21801077,2019-03-21,Phoenix Suns,PHX,Detroit Pistons,DET,98,118,Detroit Pistons
2018-19,21801078,2019-03-21,Sacramento Kings,SAC,Dallas Mavericks,DAL,116,100,Sacramento Kings
2018-19,21801079,2019-03-21,Golden State Warriors,GSW,Indiana Pacers,IND,112,89,Golden State Warriors
2018-19,21801080,2019-03-22,Orlando Magic,ORL,Memphis Grizzlies,MEM,123,119,Orlando Magic
2018-19,21801081,2019-03-22,Cleveland Cavaliers,CLE,LA Clippers,LAC,108,110,LA Clippers
2018-19,21801082,2019-03-22,New York Knicks,NYK,Denver Nuggets,DEN,93,111,Denver Nuggets
2018-19,21801083,2019-03-22,Toronto Raptors,TOR,Oklahoma City Thunder,OKC,109,116,Oklahoma City Thunder
2018-19,21801084,2019-03-22,Houston Rockets,HOU,San Antonio Spurs,SAS,111,105,Houston Rockets
2018-19,21801085,2019-03-22,Milwaukee Bucks,MIL,Miami Heat,MIA,116,87,Milwaukee Bucks
2018-19,21801086,2019-03-22,Los Angeles Lakers,LAL,Brooklyn Nets,BKN,106,111,Brooklyn Nets
2018-19,21801087,2019-03-23,Charlotte Hornets,CHA,Boston Celtics,BOS,124,117,Charlotte Hornets
2018-19,21801088,2019-03-23,Atlanta Hawks,ATL,Philadelphia 76ers,PHI,129,127,Atlanta Hawks
2018-19,21801089,2019-03-23,Washington Wizards,WAS,Miami Heat,MIA,108,113,Miami Heat
2018-19,21801090,2019-03-23,Chicago Bulls,CHI,Utah Jazz,UTA,83,114,Utah Jazz
2018-19,21801091,2019-03-23,Memphis Grizzlies,MEM,Minnesota Timberwolves,MIN,99,112,Minnesota Timberwolves
2018-19,21801092,2019-03-23,Golden State Warriors,GSW,Dallas Mavericks,DAL,91,126,Dallas Mavericks
2018-19,21801093,2019-03-23,Portland Trail Blazers,POR,Detroit Pistons,DET,117,112,Portland Trail Blazers
2018-19,21801094,2019-03-23,Sacramento Kings,SAC,Phoenix Suns,PHX,112,103,Sacramento Kings
2018-19,21801095,2019-03-24,New York Knicks,NYK,LA Clippers,LAC,113,124,LA Clippers
2018-19,21801096,2019-03-24,Milwaukee Bucks,MIL,Cleveland Cavaliers,CLE,127,105,Milwaukee Bucks
2018-19,21801097,2019-03-24,Indiana Pacers,IND,Denver Nuggets,DEN,124,88,Indiana Pacers
2018-19,21801098,2019-03-24,Toronto Raptors,TOR,Charlotte Hornets,CHA,114,115,Charlotte Hornets
2018-19,21801099,2019-03-24,New Orleans Pelicans,NOP,Houston Rockets,HOU,90,113,Houston Rockets
2018-19,21801100,2019-03-24,Boston Celtics,BOS,San Antonio Spurs,SAS,96,115,San Antonio Spurs
2018-19,21801101,2019-03-24,Golden State Warriors,GSW,Detroit Pistons,DET,121,114,Golden State Warriors
2018-19,21801102,2019-03-24,Los Angeles Lakers,LAL,Sacramento Kings,SAC,111,106,Los Angeles Lakers
2018-19,21801103,2019-03-25,Orlando Magic,ORL,Philadelphia 76ers,PHI,119,98,Orlando Magic
2018-19,21801104,2019-03-25,Memphis Grizzlies,MEM,Oklahoma City Thunder,OKC,115,103,Memphis Grizzlies
2018-19,21801105,2019-03-25,Utah Jazz,UTA,Phoenix Suns,PHX,125,92,Utah Jazz
2018-19,21801106,2019-03-25,Portland Trail Blazers,POR,Brooklyn Nets,BKN,148,144,Portland Trail Blazers
2018-19,21801107,2019-03-26,Charlotte Hornets,CHA,San Antonio Spurs,SAS,125,116,Charlotte Hornets
2018-19,21801108,2019-03-26,Cleveland Cavaliers,CLE,Boston Celtics,BOS,106,116,Boston Celtics
2018-19,21801109,2019-03-26,Miami Heat,MIA,Orlando Magic,ORL,99,104,Orlando Magic
2018-19,21801110,2019-03-26,Toronto Raptors,TOR,Chicago Bulls,CHI,112,103,Toronto Raptors
2018-19,21801111,2019-03-26,Milwaukee Bucks,MIL,Houston Rockets,HOU,108,94,Milwaukee Bucks
2018-19,21801112,2019-03-26,Minnesota Timberwolves,MIN,LA Clippers,LAC,111,122,LA Clippers
2018-19,21801113,2019-03-26,New Orleans Pelicans,NOP,Atlanta Hawks,ATL,120,130,Atlanta Hawks
2018-19,21801114,2019-03-26,Dallas Mavericks,DAL,Sacramento Kings,SAC,121,125,Sacramento Kings
2018-19,21801115,2019-03-26,Denver Nuggets,DEN,Detroit Pistons,DET,95,92,Denver Nuggets
2018-19,21801116,2019-03-26,Los Angeles Lakers,LAL,Washington Wizards,WAS,124,106,Los Angeles Lakers
2018-19,21801117,2019-03-27,Chicago Bulls,CHI,Portland Trail Blazers,POR,98,118,Portland Trail Blazers
2018-19,21801118,2019-03-27,Memphis Grizzlies,MEM,Golden State Warriors,GSW,103,118,Golden State Warriors
2018-19,21801119,2019-03-27,Oklahoma City Thunder,OKC,Indiana Pacers,IND,107,99,Oklahoma City Thunder
2018-19,21801120,2019-03-27,Phoenix Suns,PHX,Washington Wizards,WAS,121,124,Washington Wizards
2018-19,21801121,2019-03-27,Utah Jazz,UTA,Los Angeles Lakers,LAL,115,100,Utah Jazz
2018-19,21801122,2019-03-28,Detroit Pistons,DET,Orlando Magic,ORL,115,98,Detroit Pistons
2018-19,21801123,2019-03-28,Philadelphia 76ers,PHI,Brooklyn Nets,BKN,123,110,Philadelphia 76ers
2018-19,21801124,2019-03-28,Miami Heat,MIA,Dallas Mavericks,DAL,105,99,Miami Heat
2018-19,21801125,2019-03-28,New York Knicks,NYK,Toronto Raptors,TOR,92,117,Toronto Raptors
2018-19,21801126,2019-03-28,Houston Rockets,HOU,Denver Nuggets,DEN,112,85,Houston Rockets
2018-19,21801127,2019-03-28,Milwaukee Bucks,MIL,LA Clippers,LAC,128,118,Milwaukee Bucks
2018-19,21801128,2019-03-28,New Orleans Pelicans,NOP,Sacramento Kings,SAC,121,118,New Orleans Pelicans
2018-19,21801129,2019-03-28,San Antonio Spurs,SAS,Cleveland Cavaliers,CLE,116,110,San Antonio Spurs
2018-19,21801130,2019-03-29,Boston Celtics,BOS,Indiana Pacers,IND,114,112,Boston Celtics
2018-19,21801131,2019-03-29,Atlanta Hawks,ATL,Portland Trail Blazers,POR,98,118,Portland Trail Blazers
2018-19,21801132,2019-03-29,Minnesota Timberwolves,MIN,Golden State Warriors,GSW,131,130,Minnesota Timberwolves
2018-19,21801133,2019-03-29,Oklahoma City Thunder,OKC,Denver Nuggets,DEN,105,115,Denver Nuggets
2018-19,21801134,2019-03-29,Utah Jazz,UTA,Washington Wizards,WAS,128,124,Utah Jazz
2018-19,21801135,2019-03-29,Los Angeles Lakers,LAL,Charlotte Hornets,CHA,129,115,Los Angeles Lakers
2018-19,21801136,2019-03-30,LA Clippers,LAC,Cleveland Cavaliers,CLE,132,108,LA Clippers
2018-19,21801137,2019-03-30,Brooklyn Nets,BKN,Boston Celtics,BOS,110,96,Brooklyn Nets
2018-19,21801138,2019-03-30,Houston Rockets,HOU,Sacramento Kings,SAC,119,108,Houston Rockets
2018-19,21801139,2019-03-30,Detroit Pistons,DET,Portland Trail Blazers,POR,99,90,Detroit Pistons
2018-19,21801140,2019-03-30,Indiana Pacers,IND,Orlando Magic,ORL,116,121,Orlando Magic
2018-19,21801141,2019-03-30,New York Knicks,NYK,Miami Heat,MIA,92,100,Miami Heat
2018-19,21801142,2019-03-30,Chicago Bulls,CHI,Toronto Raptors,TOR,101,124,Toronto Raptors
2018-19,21801143,2019-03-30,Minnesota Timberwolves,MIN,Philadelphia 76ers,PHI,109,118,Philadelphia 76ers
2018-19,21801144,2019-03-30,Phoenix Suns,PHX,Memphis Grizzlies,MEM,115,120,Memphis Grizzlies
